Document Title,Authors,DOI,Link
Production Task Allocation Decision Based on Cloud Robot Cell-Line,Du Y.; Wang Y.; Wang J.; Zhang T.,10.1155/2022/5892943,https://www.scopus.com/pages/publications/85127509127?origin=resultslist
"Metaverse for Healthcare: A Survey on Potential Applications, Challenges and Future Directions",Chengoden R.; Victor N.; Huynh-The T.; Yenduri G.; Jhaveri R.H.; Alazab M.; Bhattacharya S.; Hegde P.; Maddikunta P.K.R.; Gadekallu T.R.,10.1109/ACCESS.2023.3241628,https://www.scopus.com/pages/publications/85148472517?origin=resultslist
"1st International Conference on Advances in Computational Science and Engineering, ICACSE 2020 - Advances in Computer Science Engineering",,,https://www.scopus.com/pages/publications/85111904788?origin=resultslist
Quantum Annealing for the Mechanics of Robot Inspectors on Electrical Transmission Lines' Conductors,Salloum H.; Bahrami M.R.; Matevosian A.; Gamershmidt S.; Jnadi A.; Mazzara M.,10.1109/ICCRI64298.2024.00015,https://www.scopus.com/pages/publications/105000406747?origin=resultslist
Trajectory Planning in Robot Joint Space Based on Improved Quantum Particle Swarm Optimization Algorithm,Luo L.; Guo T.; Cui K.; Zhang Q.,10.3390/app13127031,https://www.scopus.com/pages/publications/85163958734?origin=resultslist
"20th Conference of the Spanish Association for Artificial Intelligence, CAEPIA 2024",,,https://www.scopus.com/pages/publications/85197253884?origin=resultslist
Left-invariant optimal control problems on Lie groups: Classification and problems integrable by elementary functions,Sachkov Y.L.,10.1070/RM10019,https://www.scopus.com/pages/publications/85130545558?origin=resultslist
"SACI 2023 - IEEE 17th International Symposium on Applied Computational Intelligence and Informatics, Proceedings",,,https://www.scopus.com/pages/publications/85165138137?origin=resultslist
A Survey on Quaternion Algebra and Geometric Algebra Applications in Engineering and Computer Science 1995-2020,Bayro-Corrochano E.,10.1109/ACCESS.2021.3097756,https://www.scopus.com/pages/publications/85110887255?origin=resultslist
"Quantum technology, artificial intelligence, machine learning, and additive manufacturing in the Asia-Pacific for Mars exploration",Sayat M.; Sammavuthichai R.; Wijeratne H.S.; Jitklongsub S.; Ghatole P.; Lo B.I.,,https://www.scopus.com/pages/publications/85167581416?origin=resultslist
"15th International Conference on Advanced Computer Theory and Engineering, ICACTE 2022",,,https://www.scopus.com/pages/publications/85143063668?origin=resultslist
The Industrial Reserve Army in the 21st Century: An Approach to the Case of Mexico,Docoa Hernández L.F.,10.5040/9781978732711.ch-10,https://www.scopus.com/pages/publications/105018146918?origin=resultslist
SEMI-AUTOMATED SOFT ROBOTIC STAMP TRANSFER MACHINE FOR VAN DER WAALS HETEROSTRUCTURE DEVICE ASSEMBLY,Ahn S.-H.; Chavarria J.; Mu H.; Liao Y.; Warner J.; Zhou L.,10.1115/msec2023-101118,https://www.scopus.com/pages/publications/85176788175?origin=resultslist
Recent advances of quantum neural networks on the near term quantum processor; [面向近期量子处理器的量子神经网络研究进展],Lü Y.; Gao Q.; Lü J.; Pan Y.; Dong D.,10.1360/SST-2020-0459,https://www.scopus.com/pages/publications/85111194900?origin=resultslist
"16th International Conference on Bio-Inspired Computing: Theories and Applications, BIC-TA 2021",,,https://www.scopus.com/pages/publications/85127663829?origin=resultslist
"The Beta distributed PSO, β-PSO, with application to Inverse Kinematics",Rokbani N.; Slim M.; Alimi A.M.,10.1109/NCCC49330.2021.9428811,https://www.scopus.com/pages/publications/85106617163?origin=resultslist
"28th European Wireless Conference, EW 2023",,,https://www.scopus.com/pages/publications/85191244933?origin=resultslist
Imperfect Knowledge Base Self-organization in Robotic Intelligent Cognitive Control: Quantum Supremacy,Ulyanov S.V.; Shevchenko A.V.; Shevchenko A.A.; Reshetnikov A.G.,10.1007/978-3-030-92127-9_29,https://www.scopus.com/pages/publications/85123289860?origin=resultslist
"Proceedings of 2023 5th International Conference on Information Technology and Computer Communications, ITCC 2023",,,https://www.scopus.com/pages/publications/85174256998?origin=resultslist
A Quantum Planner for Robot Motion,Chella A.; Gaglio S.; Pilato G.; Vella F.; Zammuto S.,10.3390/math10142475,https://www.scopus.com/pages/publications/85136206317?origin=resultslist
Review quantum mechatronics,Lamata L.; Quadrelli M.B.; de Silva C.W.; Kumar P.; Kanter G.S.; Ghazinejad M.; Khoshnoud F.,10.3390/electronics10202483,https://www.scopus.com/pages/publications/85116828470?origin=resultslist
ASEM 43rd International Annual Conference Proceedings,,,https://www.scopus.com/pages/publications/85149205554?origin=resultslist
Multiple-Valued Logic and Neural Network in the Position-Based Cryptography Scheme,Bykovsky A.Y.,10.1007/s10946-021-10000-7,https://www.scopus.com/pages/publications/85114872574?origin=resultslist
Stretchable photosynaptic transistor with an ultralow energy consumption conferred using conjugated block copolymers/perovskite quantum dots nanocomposites,Chen W.-C.; Lin Y.-C.; Hung C.-C.; Hsu L.-C.; Wu Y.-S.; Liu C.-L.; Kuo C.-C.; Chen W.-C.,10.1016/j.mattod.2023.10.010,https://www.scopus.com/pages/publications/85176244107?origin=resultslist
Methodology for Developing an Information System for Internal Audit Support,Kryvoruchko O.; Hnatchenko D.; Desiatko A.; Karpunin I.; Shestak Y.; Kostiuk Y.,10.1109/SIST61555.2024.10629532,https://www.scopus.com/pages/publications/85202794114?origin=resultslist
"Revolutionizing Military Training: A Comprehensive Review of Tactical and Technical Training through Augmented Reality, Virtual Reality, and Haptics",Tanwar V.; Anand V.; Aggarwal P.; Kumar M.; Kumar G.R.,10.1109/I2CT61223.2024.10543615,https://www.scopus.com/pages/publications/85196854195?origin=resultslist
ARTIFICIAL INTELLIGENCE AS AN OBJECT OF INTELLECTUAL RIGHTS,Kovyazin V.V.; Serdyukova E.V.; Minina A.A.; Perepadya O.A.; Shevchenko G.V.,,https://www.scopus.com/pages/publications/85124417193?origin=resultslist
3D lidar SLAM-based systems in object detection and navigation applications,Li S.-A.; Chen Y.-C.; Wu B.-X.; Feng H.-M.,10.1080/02533839.2023.2261983,https://www.scopus.com/pages/publications/85173514886?origin=resultslist
"Clients’ digitalization, audit firms’ digital expertise, and audit quality: evidence from China",Rahman M.J.; Ziru A.,10.1108/IJAIM-08-2022-0170,https://www.scopus.com/pages/publications/85144030521?origin=resultslist
Enhancing Security in IoT Devices with a Comprehensive Analysis of Lightweight Cryptographic Algorithms,Desai L.R.; Malathi P.; Patil D.M.; Sonone S.T.; Kalokhe S.G.; Jawalkar A.,10.52783/anvi.v27.1555,https://www.scopus.com/pages/publications/85205016163?origin=resultslist
A Dead Reckoning Calibration Scheme Based on Optimization with an Adaptive Quantum-Inspired Evolutionary Algorithm for Vehicle Self-Localization,Yu B.; Zhu H.; Xue D.; Xu L.; Zhang S.; Li B.,10.3390/e24081128,https://www.scopus.com/pages/publications/85137192358?origin=resultslist
Variational Quantum Circuit-Based Reinforcement Learning for POMDP and Experimental Implementation,Kimura T.; Shiba K.; Chen C.-C.; Sogabe M.; Sakamoto K.; Sogabe T.,10.1155/2021/3511029,https://www.scopus.com/pages/publications/85122731020?origin=resultslist
Cyber-physical systems: Foundations and techniques,Sharma U.; Nand P.; Chatterjee J.M.; Jain V.; Jhanjhi N.Z.; Sujatha R.,10.1002/9781119836636,https://www.scopus.com/pages/publications/105004540528?origin=resultslist
Partial Evaluation of Reversible Flowchart Programs,Normann L.; Glück R.,10.1145/3635800.3636967,https://www.scopus.com/pages/publications/85182919419?origin=resultslist
"2024 3rd International Conference for Innovation in Technology, INOCON 2024",,,https://www.scopus.com/pages/publications/85193598685?origin=resultslist
Ionic polymer metal composites actuators with enhanced driving performance by incorporating graphene quantum dots; [基于石墨烯量子点增强的离子聚合物金属复合材料驱动器],Yin G.-X.; He Q.-S.; Yu M.; Wu Y.-W.; Xu X.-R.,10.1007/s11771-022-5040-7,https://www.scopus.com/pages/publications/85131923861?origin=resultslist
Multi-Robot Plume Source Localization by Distributed Quantum-Inspired Guidance With Formation Behavior,Li R.-G.; Wu H.-N.,10.1109/TITS.2023.3289173,https://www.scopus.com/pages/publications/85174805525?origin=resultslist
ACCELERATING FINITE-ELEMENT STRUCTURAL ELASTIC DYNAMIC ANALYSIS USING GPU COMPUTING,Araújo R. G.A.; Simpson B.G.; Zhu M.; Scott M.H.,,https://www.scopus.com/pages/publications/105027870398?origin=resultslist
Real time adaptive PID controller based on quantum neural network for nonlinear systems,Hanna Y.F.; Khater A.A.; El-Bardini M.; El-Nagar A.M.,10.1016/j.engappai.2023.106952,https://www.scopus.com/pages/publications/85167830860?origin=resultslist
E-Learning and Education 4.0: Revolution in Education of 21st Century,Pandey A.,10.1007/978-3-031-29860-8_44,https://www.scopus.com/pages/publications/85161402772?origin=resultslist
Artificial intelligence methods used in industry 4.0 in particular industrial control systems,Tsochev G.; Sharabov M.,10.1063/5.0041610,https://www.scopus.com/pages/publications/85102751895?origin=resultslist
"Deep Learning: Techniques, Taxonomy, Applications, and Future Directions",Mohana Sundari V.; Mabel Rose R.A.; Sassirekha S.M.; Nalini M.; Girija P.; Siva Subramanian R.,10.1109/ICSTSDG61998.2024.11026496,https://www.scopus.com/pages/publications/105011821641?origin=resultslist
Business Automation and Its Effect on the Labor Force: A Practical Guide for Preparing Organizations for the Fourth Industrial Revolution,Uechi E.Y.,10.4324/9781003189329,https://www.scopus.com/pages/publications/85192602369?origin=resultslist
Artificial Intelligence and Machine Learning: An Intelligent Perspective of Emerging Technologies,Tanwar R.; Khan S.B.; Sapra V.; Ahuja N.J.,10.1201/9781003388319,https://www.scopus.com/pages/publications/85177523594?origin=resultslist
A smooth path planning method for mobile robot using a BES-incorporated modified QPSO algorithm,Dian S.; Zhong J.; Guo B.; Liu J.; Guo R.,10.1016/j.eswa.2022.118256,https://www.scopus.com/pages/publications/85135139726?origin=resultslist
Conjectural schema using Quantum mechanics-AI to express and interpret emotional intellect in a social robot,Gayathri G.; Sethuraman A.; Anna V.K.,10.1088/1742-6596/2115/1/012040,https://www.scopus.com/pages/publications/85122457611?origin=resultslist
Immersive Technologies in the Healthcare Space,Samuel S.,10.1007/978-981-19-1076-0_22,https://www.scopus.com/pages/publications/85128920750?origin=resultslist
"2024 International Conference on System Science and Engineering, ICSSE 2024",,,https://www.scopus.com/pages/publications/85202600235?origin=resultslist
Development of the Efficiency Improvement Criterion of the Forming Logistics System,Tebekin A.V.; Khoreva A.V.,10.1007/978-3-030-83175-2_61,https://www.scopus.com/pages/publications/85120573764?origin=resultslist
"1st International Conference on Advances in Computational Science and Engineering, ICACSE 2020 - Advances in Computational Electronics and Communication Engineering",,,https://www.scopus.com/pages/publications/85111936617?origin=resultslist
"2024 International Conference on Connected Innovation and Technology, ICCITX 2024",,,https://www.scopus.com/pages/publications/105012199879?origin=resultslist
Bayesian Identification of Nonseparable Hamiltonian Systems Using Stochastic Dynamic Models,Sharma H.; Galioto N.; Gorodetsky A.A.; Kramer B.,10.1109/CDC51059.2022.9992571,https://www.scopus.com/pages/publications/85146984796?origin=resultslist
"Patient-centric smart health-care systems for handling COVID-19 variants and future pandemics: Technological review, research challenges, and future directions",Kumar A.; Jain S.; Kaushik K.; Krishnamurthi R.,,https://www.scopus.com/pages/publications/85142545514?origin=resultslist
Benchmarking adversarially robust quantum machine learning at scale,West M.T.; Erfani S.M.; Leckie C.; Sevior M.; Hollenberg L.C.L.; Usman M.,10.1103/PhysRevResearch.5.023186,https://www.scopus.com/pages/publications/85164235553?origin=resultslist
Research on Inverse Kinematics of Redundant Robotic Arms Based on Flexibility Index,Ma W.; Du Q.; Zhu R.; Han W.; Chen D.; Geng Y.,10.1109/LRA.2024.3420704,https://www.scopus.com/pages/publications/85197076648?origin=resultslist
"Misfit layered compounds: Unique, tunable heterostructured materials with untapped properties",Ng N.; McQueen T.M.,10.1063/5.0101429,https://www.scopus.com/pages/publications/85139682879?origin=resultslist
The Fourth Industrial Revolution: What does it mean for Australian Industry?,Nankervis A.; Connell J.; Montague A.; Burgess J.,10.1007/978-981-16-1614-3,https://www.scopus.com/pages/publications/85173990209?origin=resultslist
Performance of Spherical Quantum Well down Converters in Solid State Lighting,Rreza I.; Yang H.; Hamachi L.; Campos M.; Hull T.; Treadway J.; Kurtin J.; Chan E.M.; Owen J.S.,10.1021/acsami.0c15161,https://www.scopus.com/pages/publications/85103228764?origin=resultslist
Ti3C2T x quantum dots/leaf veins based sensors with ultra-broadrange high sensitivity,Zheng Y.; Xu H.; Lou Z.; Wang L.; Han W.,10.1088/1361-6463/acf13d,https://www.scopus.com/pages/publications/85171258319?origin=resultslist
"3rd EAI International Conference on Cognitive Computing and Cyber Physical Systems, IC4S 2022",,,https://www.scopus.com/pages/publications/85152556941?origin=resultslist
"2023 IEEE International Conference on Electrical, Automation and Computer Engineering, ICEACE 2023",,,https://www.scopus.com/pages/publications/85187366479?origin=resultslist
Effect of TiN on Phase Transformation Texture and Grain Refinement in Laser Beam Welded TiAl-Based Alloy; [TiN 对激光焊接TiAl基合金相变织构及晶粒细化的影响],Wang M.; Liu J.; Peng Y.; Wang K.,10.3788/CJL202249.1602015,https://www.scopus.com/pages/publications/85142393931?origin=resultslist
The future of tourism guidance in the scope of industry 4.0 and next-generation technologies,Topsakal Y.; Bahar M.; Yüzbaşioǵlu N.,10.4018/978-1-7998-8548-1.ch071,https://www.scopus.com/pages/publications/105012699421?origin=resultslist
Curved Photodetectors Based on Perovskite Microwire Arrays via In Situ Conformal Nanoimprinting,Li S.-X.; Xia H.; Sun X.-C.; An Y.; Zhu H.; Sun H.-B.,10.1002/adfm.202202277,https://www.scopus.com/pages/publications/85128942319?origin=resultslist
"Digitization: Learnings from Ancient Disruptions, AI and the Digital Trio’s Functional Stage, and AI Superpowers Disrupting Us",Vieweg S.H.,10.1007/978-3-030-66913-3_6,https://www.scopus.com/pages/publications/85163197253?origin=resultslist
Mysteries of Phytoplanktonic Robotics,Buljugija S.; Maličević M.,10.1007/978-3-031-49068-2_48,https://www.scopus.com/pages/publications/85181838531?origin=resultslist
Utilizing Quantum Particle Swarm Optimization for Multimodal Fusion of Gestures and Facial Expressions in Ensemble Conducting for Emotional Recognition,Han X.; Chen F.; Ban J.,10.1007/978-981-97-0576-4_4,https://www.scopus.com/pages/publications/85185721204?origin=resultslist
